Data,Planta,Linha,Turno,Modelo,VIN,Pecas_Produzidas,Meta,Defeitos,Tempo_Parada_min,Operadores,Sucata_kg,Custo_R$
2025-06-21,Porto Real,D,1,Sedan-W,VIN002304,559,551,9,0,15,"101,7","1629623,18"
2025-01-05,Porto Real,B,1,SUV-X,VIN002305,504,470,0,82,20,"50,4","990033,07"
2025-04-10,Betim,A,3,Hatch-Y,VIN002306,558,575,8,51,12,"70,2","1221056,26"
2025-04-29,Betim,C,3,Hatch-Y,VIN002307,491,481,3,77,19,111,"1517112,36"
2025-05-10,Porto Real,B,3,SUV-X,VIN002308,461,467,13,19,9,"119,5","1362046,27"
2025-04-12,Betim,B,2,Hatch-Y,VIN002309,592,569,8,24,8,"119,9","1139607,57"
2025-03-20,Betim,C,2,SUV-X,VIN002310,461,452,9,12,11,"10,6","846629,96"
2025-01-03,Porto Real,C,2,Sedan-W,VIN002311,454,424,1,90,12,"47,9","1311323,22"
2025-02-15,Goiana,C,3,Hatch-Y,VIN002312,413,428,10,83,9,"15,4","1021398,55"
2025-05-21,Betim,A,2,SUV-X,VIN002313,632,646,3,18,10,55,"1666462,46"
2025-04-20,Porto Real,D,2,Pickup-Z,VIN002314,529,563,11,0,8,"89,6","1435194,73"
2025-04-13,Porto Real,A,2,Pickup-Z,VIN002315,469,455,7,74,10,"50,1","1141873,27"
2025-03-23,Betim,C,3,Pickup-Z,VIN002316,592,590,14,39,13,"91,9","1534689,41"
2025-01-07,Goiana,A,2,Sedan-W,VIN002317,535,520,2,61,17,"113,1","1453410,8"
2025-02-25,Porto Real,B,3,Pickup-Z,VIN002318,524,562,11,65,11,105,"1520783,72"
2025-03-10,Betim,D,2,Sedan-W,VIN002319,523,553,6,46,8,"28,6","1340436,02"
2025-05-26,Porto Real,A,1,SUV-X,VIN002320,422,421,13,35,8,"28,4","969267,01"
2025-05-23,Betim,A,3,Pickup-Z,VIN002321,406,445,4,56,15,"23,6","1291554,4"
2025-02-05,Goiana,C,2,Hatch-Y,VIN002322,553,578,8,21,9,35,"1446459,65"
2025-01-01,Betim,A,2,Sedan-W,VIN002323,491,462,9,11,12,"15,5","1403930,62"
2025-03-21,Goiana,A,2,SUV-X,VIN002324,563,596,15,15,19,"108,7","1742691,69"
2025-02-04,Porto Real,D,1,Hatch-Y,VIN002325,594,566,11,18,13,"108,8","1675064,33"
2025-03-15,Goiana,C,3,SUV-X,VIN002326,444,426,2,65,13,"100,4","1336587,91"
2025-04-13,Betim,C,2,SUV-X,VIN002327,467,507,6,36,18,"80,2","1489077,22"
2025-03-03,Betim,A,3,Sedan-W,VIN002328,479,515,8,82,14,"70,5","897812,8"
2025-03-02,Porto Real,D,1,Hatch-Y,VIN002329,556,555,13,6,18,"50,5","1760186,49"
2025-01-08,Goiana,D,2,SUV-X,VIN002330,517,506,8,24,16,"108,4","1643906,64"
2025-05-17,Betim,A,2,Hatch-Y,VIN002331,627,608,6,53,13,"62,6","1643560,98"
2025-06-23,Goiana,D,3,SUV-X,VIN002332,592,596,6,34,10,"89,3","1112487,71"
2025-02-27,Goiana,D,1,Sedan-W,VIN002333,412,423,9,66,18,"109,9","845885,09"
2025-04-28,Goiana,B,3,Hatch-Y,VIN002334,577,569,2,84,17,"20,8","1327856,46"
2025-01-02,Goiana,B,3,Pickup-Z,VIN002335,492,521,5,52,12,"89,4","1058869,38"
2025-02-09,Porto Real,A,2,SUV-X,VIN002336,632,632,13,54,14,"32,6","1210383,8"
2025-04-02,Betim,C,3,Pickup-Z,VIN002337,580,548,15,35,18,67,"1312402,05"
2025-04-01,Goiana,D,2,Hatch-Y,VIN002338,649,616,5,44,17,"91,5","1680196,24"
2025-02-25,Porto Real,B,2,Hatch-Y,VIN002339,465,486,3,74,18,"18,4","1471016,95"
2025-01-01,Betim,A,3,SUV-X,VIN002340,475,482,2,89,15,"63,9","1014100,68"
2025-01-10,Goiana,B,2,SUV-X,VIN002341,439,426,8,73,19,113,"1360000,37"
2025-06-29,Goiana,B,3,Hatch-Y,VIN002342,656,625,1,52,15,"93,5","1818759,51"
2025-03-29,Goiana,C,3,SUV-X,VIN002343,659,629,6,78,13,"39,3","2023201,14"
2025-03-02,Betim,B,1,Pickup-Z,VIN002344,574,550,7,67,10,"98,1","1308070,91"
2025-01-26,Goiana,A,1,Pickup-Z,VIN002345,577,574,3,84,10,"20,5","1778002,3"
2025-05-28,Porto Real,D,2,Pickup-Z,VIN002346,649,639,12,64,20,"42,1","1452650,2"
2025-06-10,Goiana,B,1,Pickup-Z,VIN002347,412,432,1,31,16,"111,9","1254908,71"
2025-03-24,Betim,A,3,Sedan-W,VIN002348,592,630,14,11,8,"10,9","1658747,2"
2025-02-08,Porto Real,D,2,Pickup-Z,VIN002349,547,586,10,71,10,"114,4","1226500,24"
2025-01-04,Porto Real,B,1,SUV-X,VIN002350,400,430,12,18,20,"103,1","892573,71"
2025-04-16,Porto Real,C,1,Hatch-Y,VIN002351,598,575,11,34,18,"95,6","1376648,39"
2025-02-12,Betim,A,2,Sedan-W,VIN002352,637,648,7,23,14,"55,9","1182792,3"
2025-01-08,Porto Real,C,1,Pickup-Z,VIN002353,621,619,2,69,11,"28,8","1645785,77"
2025-03-28,Porto Real,C,1,Sedan-W,VIN002354,493,533,9,11,18,"110,5","1547675,81"
2025-03-31,Betim,B,3,Hatch-Y,VIN002355,446,447,15,62,16,"75,3","961954,83"
2025-06-28,Betim,A,1,Hatch-Y,VIN002356,456,487,12,83,10,"23,4","1267416,65"
2025-01-06,Goiana,C,3,SUV-X,VIN002357,634,636,5,43,8,"43,7","1872415,01"
2025-05-29,Goiana,B,2,Sedan-W,VIN002358,491,500,6,27,17,"63,2","1451074,11"
2025-04-01,Betim,A,2,Hatch-Y,VIN002359,504,543,8,17,12,"26,7","1123419,66"
2025-06-17,Goiana,B,2,Pickup-Z,VIN002360,502,483,11,76,18,"42,4","1562615,68"
2025-03-11,Betim,A,1,Sedan-W,VIN002361,518,496,10,53,15,"23,1","1523758,03"
2025-04-20,Porto Real,C,2,Sedan-W,VIN002362,544,520,2,32,12,82,"1450288,35"
2025-01-16,Betim,D,2,Pickup-Z,VIN002363,614,596,15,36,10,"83,9","1852834,4"
2025-05-16,Betim,C,1,Pickup-Z,VIN002364,516,518,15,20,20,"58,1","1379416,77"
2025-02-09,Goiana,B,2,Hatch-Y,VIN002365,462,430,3,37,12,"108,8","1288006,89"
2025-06-20,Goiana,B,1,Sedan-W,VIN002366,633,613,5,65,18,"30,9","1234339,93"
2025-02-02,Goiana,B,2,Sedan-W,VIN002367,603,631,1,40,15,"78,1","1639738,86"
2025-05-07,Goiana,C,3,Hatch-Y,VIN002368,594,602,5,86,14,"54,7","1646779,52"
2025-04-16,Betim,C,3,Sedan-W,VIN002369,413,420,13,8,12,"63,2","935988,86"
2025-01-07,Porto Real,D,1,Sedan-W,VIN002370,429,460,12,79,14,"115,9","961162,6"
2025-03-29,Betim,C,2,Pickup-Z,VIN002371,558,560,5,62,9,"73,6","1720427,54"
2025-06-14,Betim,D,1,SUV-X,VIN002372,471,473,12,47,14,37,"983465,4"
2025-05-31,Betim,D,3,Hatch-Y,VIN002373,485,483,9,21,10,"22,3","1044968,61"
2025-06-02,Betim,C,2,Sedan-W,VIN002374,460,471,11,4,16,"8,6","980092,76"
2025-01-17,Goiana,B,2,Pickup-Z,VIN002375,519,556,14,76,18,"91,7","1475266,02"
2025-03-10,Betim,A,1,Sedan-W,VIN002376,505,508,12,19,10,"68,9","1151695,14"
2025-01-23,Betim,B,3,Hatch-Y,VIN002377,552,589,15,70,17,"119,5","1372778,47"
2025-02-02,Betim,B,1,Sedan-W,VIN002378,618,630,14,79,8,74,"1191840,19"
2025-02-09,Betim,D,1,Hatch-Y,VIN002379,597,630,15,13,15,"97,7","1458820,29"
2025-01-09,Betim,D,2,Pickup-Z,VIN002380,603,607,8,2,12,"100,7","1155794,67"
2025-06-26,Goiana,A,1,SUV-X,VIN002381,514,540,2,73,15,"102,7","1414080,68"
2025-04-15,Goiana,B,1,Hatch-Y,VIN002382,530,560,12,6,11,"8,6","1146032,6"
2025-06-25,Porto Real,C,3,Pickup-Z,VIN002383,598,579,0,62,13,"18,5","1709368,34"
2025-05-21,Betim,B,2,Pickup-Z,VIN002384,672,639,14,35,18,"41,9","2056615,71"
2025-03-17,Goiana,A,3,Pickup-Z,VIN002385,537,505,2,37,18,"62,4","1268837,37"
2025-03-25,Goiana,D,3,SUV-X,VIN002386,615,624,9,54,12,65,"1865068,26"
2025-02-07,Porto Real,C,3,Sedan-W,VIN002387,504,542,1,51,20,"100,5","1172298,4"
2025-04-08,Betim,B,2,SUV-X,VIN002388,613,605,2,81,11,68,"1622334,14"
2025-03-19,Porto Real,D,3,Hatch-Y,VIN002389,602,590,12,26,14,"116,7","1593653,58"
2025-03-22,Porto Real,A,2,Pickup-Z,VIN002390,616,630,9,76,19,"34,4","1509289,71"
2025-04-22,Betim,B,3,SUV-X,VIN002391,481,507,4,50,19,"8,4","1266536,45"
2025-04-10,Goiana,A,1,Sedan-W,VIN002392,390,423,3,73,9,"49,3","1219025,45"
2025-02-04,Goiana,C,1,SUV-X,VIN002393,487,494,11,70,18,"119,1","1165786,22"
2025-05-09,Porto Real,A,2,SUV-X,VIN002394,641,622,9,0,12,"110,1","1329865,78"
2025-06-27,Betim,C,3,SUV-X,VIN002395,485,507,1,61,14,"26,5","1551843,37"
2025-05-15,Betim,A,1,Pickup-Z,VIN002396,598,612,12,49,19,44,1392852
2025-01-25,Goiana,B,1,SUV-X,VIN002397,607,615,13,8,10,"48,9","1187928,5"
2025-02-14,Porto Real,C,1,Hatch-Y,VIN002398,488,505,10,82,11,100,"1172328,49"
2025-06-04,Porto Real,C,2,Pickup-Z,VIN002399,617,594,15,8,13,"114,5","1792869,22"
2025-04-05,Goiana,A,3,Hatch-Y,VIN002400,603,594,10,60,9,"17,3","1767239,8"
2025-02-22,Betim,B,3,Hatch-Y,VIN002401,447,471,11,60,18,"64,5","1134023,06"
2025-03-21,Betim,C,2,Pickup-Z,VIN002402,585,552,11,23,12,"55,1","1196849,69"
2025-01-17,Porto Real,B,2,SUV-X,VIN002403,531,544,15,51,14,25,"1521204,1"
2025-04-12,Goiana,A,3,Pickup-Z,VIN002404,583,570,11,61,19,"75,2","1076254,5"
2025-05-17,Goiana,A,2,Hatch-Y,VIN002405,438,451,11,89,8,"79,2","1251530,36"
2025-01-07,Betim,C,3,Pickup-Z,VIN002406,563,583,12,78,17,"20,4","1247154,4"
2025-01-21,Goiana,C,2,Hatch-Y,VIN002407,625,628,1,2,12,"15,8","1984045,75"
2025-01-13,Porto Real,A,2,Pickup-Z,VIN002408,465,486,9,1,16,65,"1471350,58"
2025-06-10,Betim,A,2,Pickup-Z,VIN002409,590,587,8,1,11,"39,6","1236455,62"
2025-03-19,Betim,C,1,SUV-X,VIN002410,505,482,1,72,8,"60,7","1206876,53"
2025-05-21,Goiana,C,2,SUV-X,VIN002411,643,634,5,41,18,39,"1296683,86"
2025-06-26,Betim,D,2,SUV-X,VIN002412,602,576,11,47,19,"33,9","1747986,79"
2025-06-06,Betim,C,1,SUV-X,VIN002413,456,424,9,4,11,"21,6","1167887,38"
2025-04-26,Porto Real,B,1,SUV-X,VIN002414,406,438,12,64,20,"13,1","826286,92"
2025-02-04,Betim,B,1,SUV-X,VIN002415,559,538,13,79,16,"44,8","1408090,71"
2025-01-18,Porto Real,D,2,Hatch-Y,VIN002416,493,459,8,2,20,84,"1440449,43"
2025-04-28,Betim,C,2,SUV-X,VIN002417,571,600,13,43,14,"110,3","1440248,58"
2025-01-15,Goiana,C,2,Pickup-Z,VIN002418,463,444,6,31,9,"109,9","1093081,34"
2025-01-03,Porto Real,C,3,Hatch-Y,VIN002419,406,442,3,47,9,"40,5","1170648,79"
2025-05-31,Goiana,A,1,Hatch-Y,VIN002420,443,446,0,81,11,"96,3","904199,81"
2025-02-27,Goiana,D,1,Pickup-Z,VIN002421,448,459,4,40,19,"14,8","1124500,31"
2025-06-18,Porto Real,A,3,Hatch-Y,VIN002422,410,436,1,72,11,"48,5","858659,41"
2025-04-09,Betim,D,2,Hatch-Y,VIN002423,464,451,3,1,10,"86,4","1088874,79"
2025-06-26,Betim,C,1,SUV-X,VIN002424,424,425,14,83,11,41,"916338,66"
2025-06-12,Goiana,D,2,Sedan-W,VIN002425,537,548,3,43,9,"39,7","1051630,52"
2025-01-25,Betim,D,2,Sedan-W,VIN002426,512,527,4,59,8,96,"1516561,41"
2025-03-21,Porto Real,A,1,Hatch-Y,VIN002427,656,621,5,88,12,"46,2","1999567,18"
2025-04-06,Betim,B,1,SUV-X,VIN002428,600,575,14,4,8,"42,1","1573717,72"
2025-06-22,Porto Real,D,3,Pickup-Z,VIN002429,542,514,5,31,11,17,"1323050,25"
2025-04-13,Betim,A,1,Hatch-Y,VIN002430,441,457,9,64,9,"63,5","1287605,92"
2025-02-16,Goiana,D,3,Pickup-Z,VIN002431,471,497,3,59,13,"8,3","1311338,23"
2025-02-20,Goiana,B,1,Pickup-Z,VIN002432,492,495,9,15,16,"70,7","1445990,57"
2025-04-27,Betim,A,3,SUV-X,VIN002433,640,619,5,53,9,"5,7","1688798,69"
2025-03-26,Goiana,B,1,Hatch-Y,VIN002434,595,585,2,3,12,"118,5","1292978,04"
2025-01-06,Goiana,A,3,Pickup-Z,VIN002435,667,635,9,67,10,"41,8","2070347,2"
2025-01-01,Betim,D,1,Pickup-Z,VIN002436,525,545,12,16,19,"22,3","1598453,91"
2025-06-10,Porto Real,C,1,SUV-X,VIN002437,500,527,11,39,10,"76,1","1018769,04"
2025-02-02,Porto Real,D,1,Hatch-Y,VIN002438,432,432,8,24,10,"96,1",1329017
2025-05-29,Porto Real,A,2,SUV-X,VIN002439,539,551,3,16,13,"23,8","1281002,15"
2025-04-08,Betim,D,3,Hatch-Y,VIN002440,654,631,2,75,9,"79,3","1959196,29"
2025-02-08,Betim,A,2,SUV-X,VIN002441,609,606,13,57,13,"113,5","1722345,81"
2025-02-27,Goiana,B,1,Sedan-W,VIN002442,421,433,13,6,14,"65,6","1043242,05"
2025-04-16,Betim,B,1,SUV-X,VIN002443,424,430,10,86,10,"55,2","1030141,84"
2025-01-30,Porto Real,B,3,Hatch-Y,VIN002444,462,496,7,28,10,"92,2","865034,42"
2025-04-03,Betim,C,3,Sedan-W,VIN002445,574,590,8,12,20,80,"1213246,02"
2025-04-23,Porto Real,B,3,Hatch-Y,VIN002446,640,622,8,10,15,"21,1","1413102,29"
2025-06-23,Goiana,C,3,SUV-X,VIN002447,623,646,7,80,13,"17,8","1394343,62"
2025-02-04,Porto Real,B,3,Pickup-Z,VIN002448,558,568,11,30,14,"119,3","1255280,5"
2025-06-13,Porto Real,C,1,Hatch-Y,VIN002449,442,463,1,26,15,"118,5","1104986,83"
2025-05-10,Goiana,A,3,Hatch-Y,VIN002450,507,497,8,78,20,"11,3","1459742,63"
2025-06-18,Porto Real,D,2,Sedan-W,VIN002451,424,423,3,53,14,"29,5","894671,36"
2025-02-10,Porto Real,B,2,Sedan-W,VIN002452,440,444,12,5,16,"34,1","823625,81"
2025-03-08,Betim,B,3,SUV-X,VIN002453,497,504,3,27,19,"71,6","1439800,55"
2025-05-10,Goiana,D,3,SUV-X,VIN002454,451,421,13,23,13,"79,8","1182967,11"
2025-05-03,Betim,D,2,Sedan-W,VIN002455,483,508,1,6,16,14,"907338,37"
2025-06-10,Goiana,A,3,SUV-X,VIN002456,472,486,10,89,14,"18,6","1435581,16"
2025-01-05,Porto Real,B,3,Hatch-Y,VIN002457,516,523,8,0,9,"92,1","1272637,22"
2025-01-11,Porto Real,A,1,SUV-X,VIN002458,653,645,5,68,14,6,"1596131,85"
2025-03-24,Betim,A,2,SUV-X,VIN002459,419,451,7,23,8,"100,8","1277771,38"
2025-01-20,Betim,C,1,Pickup-Z,VIN002460,537,514,11,30,10,"27,3","1488690,63"
2025-02-23,Goiana,D,1,Pickup-Z,VIN002461,640,630,2,87,11,82,"1777944,87"
2025-01-27,Betim,D,2,SUV-X,VIN002462,518,500,12,20,8,113,"1222577,14"
2025-02-26,Goiana,A,1,Pickup-Z,VIN002463,463,449,11,33,20,"32,6","934595,34"
2025-06-27,Betim,A,1,SUV-X,VIN002464,442,447,10,47,8,"97,9","1212263,29"
2025-04-11,Betim,C,2,Pickup-Z,VIN002465,486,501,1,72,8,"114,3","1400517,09"
2025-03-06,Goiana,D,2,Sedan-W,VIN002466,471,474,6,18,17,"56,9","953609,71"
2025-01-22,Goiana,B,2,Hatch-Y,VIN002467,619,634,9,6,15,"22,3","1375029,98"
2025-01-07,Goiana,A,3,Hatch-Y,VIN002468,471,468,9,3,12,"7,6","1160714,87"
2025-03-09,Porto Real,C,3,Sedan-W,VIN002469,633,609,7,75,18,"48,5","1277690,33"
2025-03-05,Goiana,C,1,Sedan-W,VIN002470,563,532,14,77,10,"78,1","1177277,61"
2025-01-12,Goiana,C,2,Hatch-Y,VIN002471,587,578,2,87,10,"11,9","1648248,75"
2025-01-30,Betim,A,1,Sedan-W,VIN002472,570,535,15,48,8,"66,9","1084246,99"
2025-05-12,Betim,A,3,Sedan-W,VIN002473,416,444,0,85,12,"31,2","895821,7"
2025-02-10,Goiana,A,3,Sedan-W,VIN002474,536,557,5,28,18,"28,5","1586707,24"
2025-04-15,Goiana,B,2,SUV-X,VIN002475,473,500,0,71,13,"107,2","1253946,57"
2025-03-22,Goiana,D,2,Pickup-Z,VIN002476,465,440,9,88,15,"66,2","1169158,14"
2025-06-10,Porto Real,B,1,Sedan-W,VIN002477,476,498,7,5,10,118,"1275346,31"
2025-05-19,Porto Real,A,2,Sedan-W,VIN002478,458,483,7,11,13,"117,3","1056315,14"
2025-02-10,Betim,B,3,SUV-X,VIN002479,429,461,9,18,19,"110,8","774539,65"
2025-03-23,Goiana,B,2,Pickup-Z,VIN002480,397,422,6,3,15,"111,6","903899,16"
2025-03-15,Goiana,C,2,Pickup-Z,VIN002481,499,504,13,37,12,"43,9","1383056,54"
2025-06-20,Goiana,A,1,Sedan-W,VIN002482,565,563,15,17,15,"30,9","1121139,52"
2025-04-27,Porto Real,B,2,SUV-X,VIN002483,489,508,4,23,13,"46,9","1078304,97"
2025-04-05,Porto Real,C,2,Hatch-Y,VIN002484,637,637,3,20,13,"108,6","1569811,32"
2025-04-10,Betim,A,3,Pickup-Z,VIN002485,581,599,4,81,11,"14,6","1785428,21"
2025-05-21,Porto Real,A,3,Pickup-Z,VIN002486,592,563,15,70,10,"51,1","1301832,71"
2025-01-21,Betim,A,1,Pickup-Z,VIN002487,615,619,8,16,10,"74,9","1722821,15"
2025-05-22,Porto Real,B,1,Pickup-Z,VIN002488,392,421,11,51,16,24,"1201860,41"
2025-04-03,Betim,A,2,Pickup-Z,VIN002489,500,471,15,84,13,"65,2","911451,35"
2025-05-24,Porto Real,C,2,Hatch-Y,VIN002490,459,433,0,53,13,"20,1","913361,15"
2025-01-05,Betim,B,2,Hatch-Y,VIN002491,593,582,9,9,15,"59,8","1111264,86"
2025-05-26,Betim,A,1,SUV-X,VIN002492,535,514,0,37,15,"33,2","1261381,06"
2025-01-14,Porto Real,D,3,SUV-X,VIN002493,533,553,10,72,13,"22,8","1180771,17"
2025-04-20,Goiana,D,3,Sedan-W,VIN002494,540,571,2,74,13,"49,7","1552668,46"
2025-04-28,Goiana,C,3,SUV-X,VIN002495,537,537,2,50,14,"35,1","1080106,34"
2025-01-16,Goiana,B,3,SUV-X,VIN002496,511,524,11,43,17,"41,2","1050794,94"
2025-03-05,Goiana,C,3,Hatch-Y,VIN002497,528,538,3,66,9,"76,2","1647651,62"
2025-05-29,Betim,B,1,Pickup-Z,VIN002498,428,457,1,58,14,"115,5","843847,29"
2025-03-31,Goiana,A,3,Sedan-W,VIN002499,532,538,2,4,13,43,"1026334,69"
2025-04-22,Goiana,B,3,SUV-X,VIN002500,596,623,12,66,17,"45,9","1657577,07"
2025-01-07,Goiana,C,3,Sedan-W,VIN002501,552,586,15,32,20,"32,7","1005081,03"
2025-02-28,Goiana,C,2,Sedan-W,VIN002502,611,591,7,50,11,"45,3","1909341,35"
2025-05-04,Betim,B,2,Pickup-Z,VIN002503,446,438,12,67,8,"22,2","1302020,29"
2025-06-04,Goiana,A,3,Hatch-Y,VIN002504,484,494,1,44,15,"17,9","1429292,45"
2025-05-31,Goiana,D,1,Hatch-Y,VIN002505,483,451,1,0,14,"17,8","1362593,18"
2025-02-11,Porto Real,D,3,Pickup-Z,VIN002506,622,632,2,33,15,"108,9","1859441,83"
2025-05-03,Goiana,B,1,Pickup-Z,VIN002507,538,578,0,13,16,"75,3","1586893,25"
2025-06-18,Goiana,C,2,Pickup-Z,VIN002508,448,488,3,77,20,"30,8","964427,69"
2025-02-17,Porto Real,C,3,Sedan-W,VIN002509,468,435,3,36,17,"22,4","924962,01"
2025-04-09,Goiana,A,2,SUV-X,VIN002510,543,571,3,28,18,"33,3","1717848,96"
2025-02-05,Betim,A,2,Sedan-W,VIN002511,660,629,10,8,11,"18,2","1239564,13"
2025-04-17,Porto Real,A,2,SUV-X,VIN002512,561,590,3,46,10,"44,8","1236246,14"
2025-05-13,Betim,C,2,SUV-X,VIN002513,454,486,13,75,11,"116,4","1416224,38"
2025-06-21,Goiana,A,1,Hatch-Y,VIN002514,608,647,0,90,18,"78,1","1534938,19"
2025-03-02,Porto Real,C,3,SUV-X,VIN002515,517,488,4,70,18,"81,9","1031403,92"
2025-05-08,Porto Real,A,2,SUV-X,VIN002516,605,573,7,6,13,"21,8","1471751,73"
2025-04-23,Porto Real,B,1,SUV-X,VIN002517,453,488,12,67,20,"90,3","844565,71"
2025-02-05,Porto Real,C,3,SUV-X,VIN002518,575,592,6,85,20,"42,1","1832397,05"
2025-04-26,Betim,C,2,Pickup-Z,VIN002519,547,558,10,48,13,"100,5","1420515,34"
2025-04-22,Goiana,B,2,Sedan-W,VIN002520,456,435,9,83,16,"69,3","1300291,03"
2025-06-10,Betim,D,2,Sedan-W,VIN002521,560,545,9,60,8,"22,3","1135952,67"
2025-04-18,Porto Real,C,2,Pickup-Z,VIN002522,429,464,7,44,17,"28,1","1268427,08"
2025-01-30,Betim,D,3,Pickup-Z,VIN002523,634,619,14,54,18,"31,2","1275677,96"
2025-03-16,Goiana,B,2,SUV-X,VIN002524,487,499,3,65,8,"19,1","1531147,44"
2025-05-05,Goiana,C,2,Sedan-W,VIN002525,546,540,10,3,12,"66,5","1676719,09"
2025-05-30,Porto Real,D,2,Hatch-Y,VIN002526,561,528,6,30,14,"7,6","1656507,53"
2025-06-08,Porto Real,A,1,Pickup-Z,VIN002527,473,468,5,21,9,"11,1","1411895,66"
2025-02-14,Porto Real,D,2,Pickup-Z,VIN002528,389,422,6,2,10,"16,5","881211,18"
2025-05-09,Porto Real,C,3,Pickup-Z,VIN002529,490,482,15,33,16,"85,1","1093850,68"
2025-02-20,Betim,A,2,Pickup-Z,VIN002530,649,648,5,19,9,"17,1","1461896,57"
2025-03-17,Porto Real,B,2,Pickup-Z,VIN002531,410,440,13,54,19,"68,3","1016019,89"
2025-01-11,Porto Real,B,3,Sedan-W,VIN002532,612,624,14,87,9,"33,3","1316093,88"
2025-02-11,Goiana,B,1,SUV-X,VIN002533,525,540,11,52,19,"55,3","1528476,54"
2025-05-28,Betim,B,1,Pickup-Z,VIN002534,545,584,10,29,20,"30,4","1387300,79"
2025-05-04,Goiana,C,1,SUV-X,VIN002535,621,589,13,9,14,"102,1","1659082,58"
2025-04-08,Goiana,C,2,SUV-X,VIN002536,507,502,13,40,17,"67,1","1568710,06"
2025-01-05,Goiana,D,3,Pickup-Z,VIN002537,523,543,15,0,8,"50,8","1026769,06"
2025-04-04,Goiana,B,1,SUV-X,VIN002538,502,503,7,72,12,"43,3","1509200,18"
2025-01-06,Goiana,B,2,Hatch-Y,VIN002539,507,473,15,81,20,"26,6","1010677,31"
2025-01-29,Goiana,B,3,Sedan-W,VIN002540,413,434,15,25,19,"113,2","1196744,48"
2025-01-30,Betim,B,1,SUV-X,VIN002541,478,512,7,58,15,"43,8","1411974,82"
2025-05-26,Goiana,A,1,SUV-X,VIN002542,482,462,11,51,10,"88,6","923663,46"
2025-01-26,Porto Real,A,3,SUV-X,VIN002543,537,503,4,16,8,"91,6","1184246,17"
2025-02-25,Goiana,B,2,Hatch-Y,VIN002544,617,642,4,11,20,"93,7","1570810,06"
2025-01-17,Goiana,A,3,Hatch-Y,VIN002545,461,499,15,26,20,"54,7","941161,43"
2025-05-06,Betim,C,1,Pickup-Z,VIN002546,587,621,1,23,12,"57,2","1467408,51"
2025-05-09,Betim,B,3,SUV-X,VIN002547,453,434,14,10,17,"92,8","1114603,95"
2025-03-13,Betim,A,3,Pickup-Z,VIN002548,445,442,12,59,15,"93,4","1061319,44"
2025-02-25,Betim,D,2,Sedan-W,VIN002549,524,492,9,51,13,"79,5","1006660,84"
2025-02-04,Betim,C,2,Hatch-Y,VIN002550,508,509,1,0,19,100,"1128446,45"
2025-04-09,Porto Real,D,1,Hatch-Y,VIN002551,483,520,12,4,18,"118,7","1320493,3"
2025-03-15,Betim,A,3,SUV-X,VIN002552,544,563,7,17,11,"93,7","1679479,59"
2025-03-01,Betim,A,3,Sedan-W,VIN002553,599,580,8,46,13,78,"1626092,48"
2025-04-30,Goiana,A,3,SUV-X,VIN002554,518,514,11,77,20,"19,7","1055674,86"
2025-05-10,Goiana,C,3,Sedan-W,VIN002555,637,632,0,12,12,"31,4","1455058,26"
2025-03-23,Porto Real,A,3,Sedan-W,VIN002556,515,529,15,33,10,"84,9","1047685,81"
2025-02-09,Betim,C,1,Sedan-W,VIN002557,601,632,3,37,14,"30,9","1609909,78"
2025-03-30,Goiana,D,1,SUV-X,VIN002558,660,625,4,9,16,"30,4","1453726,67"
2025-03-15,Betim,B,2,Sedan-W,VIN002559,527,524,12,29,10,"106,9","1650964,96"
2025-02-16,Porto Real,B,3,Sedan-W,VIN002560,492,484,8,7,16,"47,8","1196390,46"
2025-03-05,Betim,D,3,Hatch-Y,VIN002561,444,450,5,36,20,"60,4","924991,84"
2025-03-18,Goiana,B,1,Sedan-W,VIN002562,623,638,14,9,20,"71,9","1968536,96"
2025-05-14,Betim,A,2,SUV-X,VIN002563,652,628,13,43,10,"51,5","1786068,49"
2025-01-02,Porto Real,C,2,Sedan-W,VIN002564,578,571,15,31,13,"54,8","1246921,41"
2025-04-07,Porto Real,C,2,SUV-X,VIN002565,612,621,3,7,15,"115,6","1804483,85"
2025-06-29,Goiana,C,3,Hatch-Y,VIN002566,488,463,5,90,19,92,"1033713,67"
2025-04-10,Betim,C,3,Pickup-Z,VIN002567,653,633,9,66,9,"33,5","2077655,41"
2025-03-29,Porto Real,D,3,Sedan-W,VIN002568,443,480,10,3,14,"95,8","1229657,75"
2025-06-17,Betim,A,1,Hatch-Y,VIN002569,548,563,10,3,20,"109,5","1353167,97"
2025-03-07,Betim,C,2,SUV-X,VIN002570,491,528,6,56,14,"110,8","1318817,96"
2025-02-14,Goiana,B,2,Hatch-Y,VIN002571,552,559,7,44,15,"91,9","1714637,36"
2025-01-10,Betim,C,2,Pickup-Z,VIN002572,452,463,6,0,9,"66,9","1096227,94"
2025-01-03,Betim,B,3,Hatch-Y,VIN002573,531,497,1,12,12,"31,6","1404087,38"
2025-03-27,Goiana,A,3,Pickup-Z,VIN002574,521,533,7,79,9,59,"1634259,89"
2025-02-07,Betim,C,3,Hatch-Y,VIN002575,460,474,13,29,17,"15,8","875947,46"
2025-04-17,Betim,A,1,Pickup-Z,VIN002576,503,538,14,12,17,"80,2","1430151,6"
2025-02-10,Porto Real,B,1,Pickup-Z,VIN002577,469,446,7,90,13,"86,7","1132223,31"
